Season,Week,Date,Home Team,Home Score,Home Opening Spread,Home Closing Spread,Home Opening ML,Home Opening ML Decimal,Home Closing ML,Home Closing ML decimal,Away Team,Away Score,Away Opening Spread,Away Closing Spread,Away Opening ML,Away Opening ML Decimal,Away Closing ML,Away Closing ML decimal,Opening O/U Total,Closing O/U Total
2015,15,12/20/15,IND,10,0,-2.5,-125,1.8,-133,1.75,HOU,16,0,2.5,113,2.13,120,2.2,41,42
2015,15,12/20/15,PHI,17,3.5,3.5,162,2.62,156,2.56,ARI,40,-3.5,-3.5,-180,1.56,-173,1.58,50.5,50.5
2015,15,12/20/15,WAS,35,-1,2.5,103,2.03,111,2.11,BUF,25,1,-2.5,-114,1.88,-123,1.81,44,46
2015,15,12/20/15,SEA,30,-14,-14.5,-1300,1.08,-1000,1.1,CLE,13,14,14.5,944,10.44,767,8.67,43,45
2015,15,12/20/15,OAK,20,2.5,4,143,2.43,181,2.81,GNB,30,-2.5,-4,-158,1.63,-202,1.5,46,47
2015,15,12/20/15,PIT,34,-6.5,-7.5,-235,1.43,-345,1.29,DEN,27,6.5,7.5,210,3.1,301,4.01,45,45.5
2015,15,12/20/15,LAC,30,0,-1,-121,1.83,-105,1.95,MIA,14,0,1,110,2.1,-105,1.95,44.5,46.5
2015,15,12/20/15,SFO,14,4.5,7,191,2.91,262,3.62,CIN,24,-4.5,-7,-213,1.47,-297,1.34,42,41
2015,15,12/21/15,NOR,27,-3,-2.5,-155,1.65,-124,1.81,DET,35,3,2.5,140,2.4,112,2.12,50,52
2015,16,12/24/15,OAK,20,-4.5,-4,-225,1.44,-202,1.5,LAC,23,4.5,4,201,3.01,181,2.81,46.5,45
2015,16,12/26/15,PHI,24,-3.5,-3.5,-155,1.65,-190,1.53,WAS,38,3.5,3.5,140,2.4,171,2.71,48,48
2015,16,12/27/15,DET,32,-8,-8.5,-500,1.2,-400,1.25,SFO,17,8,8.5,423,5.23,346,4.46,43,42.5
2015,16,12/27/15,KAN,17,-12.5,-11.5,-750,1.13,-550,1.18,CLE,13,12.5,11.5,604,7.04,461,5.61,43,42.5
2015,16,12/27/15,TEN,6,5,3.5,181,2.81,153,2.53,HOU,34,-5,-3.5,-202,1.5,-170,1.59,42,39
2015,16,12/27/15,NOR,38,-3.5,-2.5,-148,1.68,-130,1.77,JAX,27,3.5,2.5,134,2.34,118,2.18,51.5,52.5
2015,16,12/27/15,NYJ,26,3,2.5,148,2.48,121,2.21,NWE,20,-3,-2.5,-164,1.61,-134,1.75,46,45.5
2015,16,12/27/15,ATL,20,7,7,260,3.6,239,3.39,CAR,13,-7,-7,-295,1.34,-270,1.37,47,45.5
2015,16,12/27/15,TAM,21,-2.5,-3,-160,1.63,-179,1.56,CHI,26,2.5,3,144,2.44,161,2.61,45.5,44
2015,16,12/27/15,BUF,16,-6,-6.5,-255,1.39,-260,1.38,DAL,6,6,6.5,227,3.27,231,3.31,43.5,42
2015,16,12/27/15,MIN,49,-6.5,-7,-236,1.42,-305,1.33,NYG,17,6.5,7,211,3.11,269,3.69,46,44.5
2015,16,12/27/15,MIA,12,-1,-2.5,-138,1.72,-133,1.75,IND,18,1,2.5,125,2.25,120,2.2,44,44
2015,16,12/27/15,SEA,17,-13.5,-11,-880,1.11,-575,1.17,LAR,23,13.5,11,691,7.91,480,5.8,41.5,42
2015,16,12/27/15,ARI,38,-4.5,-6,-204,1.49,-248,1.4,GNB,8,4.5,6,183,2.83,221,3.21,49.5,50
2015,16,12/27/15,BAL,20,10,11,393,4.93,461,5.61,PIT,17,-10,-11,-460,1.22,-550,1.18,47,47.5
2015,16,12/28/15,DEN,20,-3.5,-3.5,-188,1.53,-200,1.5,CIN,17,3.5,3.5,169,2.69,166,2.66,42,39
2015,17,1/3/16,ATL,17,-4,-6,-195,1.51,-248,1.4,NOR,20,4,6,175,2.75,221,3.21,53,53.5
2015,17,1/3/16,BUF,22,1.5,2.5,140,2.4,131,2.31,NYJ,17,-1.5,-2.5,-155,1.65,-145,1.69,43.5,41
2015,17,1/3/16,DAL,23,-3.5,-3,-183,1.55,-167,1.6,WAS,34,3.5,3,165,2.65,151,2.51,39.5,41
2015,17,1/3/16,IND,30,-2.5,-3.5,-196,1.51,-185,1.54,TEN,24,2.5,3.5,176,2.76,166,2.66,41,39
2015,17,1/3/16,CAR,38,-11,-10,-500,1.2,-402,1.25,TAM,10,11,10,423,5.23,347,4.47,47,44
2015,17,1/3/16,CHI,20,-1.5,2.5,-114,1.88,112,2.12,DET,24,1.5,-2.5,103,2.03,-124,1.81,46,45
2015,17,1/3/16,CLE,12,10,13,330,4.3,498,5.98,PIT,28,-10,-13,-380,1.26,-600,1.17,47,47
2015,17,1/3/16,GNB,13,-3,-3,-172,1.58,-147,1.68,MIN,20,3,3,155,2.55,133,2.33,47,44
2015,17,1/3/16,KAN,23,-7,-6.5,-280,1.36,-290,1.34,OAK,17,7,6.5,248,3.48,256,3.56,44.5,43.5
2015,17,1/3/16,MIA,20,10.5,10,385,4.85,330,4.3,NWE,10,-10.5,-10,-450,1.22,-380,1.26,47.5,46.5
2015,17,1/3/16,NYG,30,-3.5,-4,-174,1.57,-202,1.5,PHI,35,3.5,4,157,2.57,181,2.81,51.5,51
2015,17,1/3/16,CIN,24,-7.5,-10,-370,1.27,-380,1.26,BAL,16,7.5,10,322,4.22,330,4.3,43,40.5
2015,17,1/3/16,HOU,30,-6,-5,-254,1.39,-220,1.45,JAX,6,6,5,226,3.26,197,2.97,45,45
2015,17,1/3/16,ARI,6,-3.5,-6,-265,1.38,-234,1.43,SEA,36,3.5,6,235,3.35,209,3.09,47.5,46.5
2015,17,1/3/16,DEN,27,-7.5,-10,-380,1.26,-460,1.22,LAC,20,7.5,10,330,4.3,393,4.93,41,42
2015,17,1/3/16,SFO,19,3.5,3,157,2.57,146,2.46,LAR,16,-3.5,-3,-174,1.57,-162,1.62,37.5,39
2015,Wildcard,1/9/16,HOU,0,3,3,156,2.56,129,2.29,KAN,30,-3,-3,-173,1.58,-143,1.7,40.5,39.5
2015,Wildcard,1/9/16,CIN,16,2.5,2,116,2.16,108,2.08,PIT,18,-2.5,-2,-128,1.78,-119,1.84,46.5,46
2015,Wildcard,1/10/16,MIN,9,5.5,4,211,3.11,192,2.92,SEA,10,-5.5,-4,-236,1.42,-214,1.47,42,40
2015,Wildcard,1/10/16,WAS,18,0,-2,-115,1.87,-126,1.79,GNB,35,0,2,104,2.04,114,2.14,47,47
2015,Division,1/16/16,NWE,27,-5,-6,-208,1.48,-260,1.38,KAN,20,5,6,186,2.86,231,3.31,44.5,44
2015,Division,1/16/16,ARI,26,-7.5,-7,-287,1.35,-275,1.36,GNB,20,7.5,7,254,3.54,244,3.44,50,49
2015,Division,1/17/16,CAR,31,-2.5,-2.5,-150,1.67,-145,1.69,SEA,24,2.5,2.5,136,2.36,131,2.31,43.5,41.5
2015,Division,1/17/16,DEN,23,-6,-7,-325,1.31,-290,1.34,PIT,16,6,7,285,3.85,256,3.56,38.5,41.5
2015,Conference,1/24/16,DEN,20,3,2.5,144,2.44,116,2.16,NWE,18,-3,-2.5,-160,1.63,-128,1.78,44.5,45
2015,Conference,1/24/16,CAR,49,-3,-3,-155,1.65,-164,1.61,ARI,15,3,3,140,2.4,148,2.48,47,47
2015,Superbowl,2/7/16,DEN,24,3.5,4.5,159,2.59,188,2.88,CAR,10,-3.5,-4.5,-177,1.56,-208,1.48,45.5,43.5
2016,1,9/8/16,DEN,21,-1,3,140,2.4,136,2.36,CAR,20,1,-3,-155,1.65,-150,1.67,43,40.5
2016,1,9/11/16,BAL,13,-2.5,-3,-163,1.61,-167,1.6,BUF,7,2.5,3,147,2.47,151,2.51,43,44.5
2016,1,9/11/16,JAX,23,4,3.5,186,2.86,161,2.61,GNB,27,-4,-3.5,-208,1.48,-179,1.56,47,47
2016,1,9/11/16,KAN,33,-7,-6.5,-310,1.32,-275,1.36,LAC,27,7,6.5,273,3.73,244,3.44,43,45.5
2016,1,9/11/16,NOR,34,-1,-2.5,-113,1.88,-147,1.68,OAK,35,1,2.5,102,2.02,133,2.33,50,50
2016,1,9/11/16,HOU,23,-5.5,-5.5,-205,1.49,-235,1.43,CHI,14,5.5,5.5,184,2.84,210,3.1,44,43
2016,1,9/11/16,PHI,29,-7,-3.5,-230,1.43,-180,1.56,CLE,10,7,3.5,205,3.05,162,2.62,45,41
2016,1,9/11/16,TEN,16,3,2.5,118,2.18,115,2.15,MIN,25,-3,-2.5,-130,1.77,-127,1.79,41,40
2016,1,9/11/16,ATL,24,-3,-2.5,-160,1.63,-133,1.75,TAM,31,3,2.5,144,2.44,120,2.2,47.5,46.5
2016,1,9/11/16,NYJ,22,0,-1,115,2.15,-117,1.85,CIN,23,0,1,-127,1.79,106,2.06,42.5,42
2016,1,9/11/16,SEA,12,-7.5,-10.5,-500,1.2,-500,1.2,MIA,10,7.5,10.5,423,5.23,423,5.23,49,43.5
2016,1,9/11/16,DAL,19,-3.5,-1,-114,1.88,-113,1.88,NYG,20,3.5,1,103,2.03,102,2.02,49,47.5
2016,1,9/11/16,IND,35,-5.5,-2.5,-190,1.53,-145,1.69,DET,39,5.5,2.5,171,2.71,131,2.31,49,51.5
2016,1,9/11/16,ARI,21,-5.5,-9,-233,1.43,-380,1.26,NWE,23,5.5,9,208,3.08,330,4.3,47.5,44.5
2016,1,9/12/16,WAS,16,3,2.5,158,2.58,121,2.21,PIT,38,-3,-2.5,-175,1.57,-134,1.75,50.5,49
2016,1,9/12/16,SFO,28,2,2.5,124,2.24,114,2.14,LAR,0,-2,-2.5,-137,1.73,-126,1.79,46,44
2016,2,9/15/16,BUF,31,-3,-1.5,104,2.04,-125,1.8,NYJ,37,3,1.5,-115,1.87,113,2.13,42.5,40.5
2016,2,9/18/16,NYG,16,-5.5,-3.5,-208,1.48,-190,1.53,NOR,13,5.5,3.5,186,2.86,171,2.71,52,54
2016,2,9/18/16,HOU,19,-2,1,-130,1.77,-103,1.97,KAN,12,2,-1,118,2.18,-107,1.93,43.5,41.5
2016,2,9/18/16,PIT,24,-3,-3,-166,1.6,-162,1.62,CIN,16,3,3,150,2.5,146,2.46,48,48
2016,2,9/18/16,WAS,23,-3,-3.5,-134,1.75,-185,1.54,DAL,27,3,3.5,121,2.21,166,2.66,46.5,47
2016,2,9/18/16,NWE,31,-5.5,-5.5,-265,1.38,-230,1.43,MIA,24,5.5,5.5,235,3.35,205,3.05,42.5,42
2016,2,9/18/16,DET,15,-5,-6,-260,1.38,-260,1.38,TEN,16,5,6,231,3.31,231,3.31,46.5,48
2016,2,9/18/16,CLE,20,4.5,4,264,3.64,171,2.71,BAL,25,-4.5,-4,-300,1.33,-190,1.53,43,42
2016,2,9/18/16,CAR,46,-7,-12,-700,1.14,-550,1.18,SFO,27,7,12,569,6.69,447,5.47,45,44.5
2016,2,9/18/16,ARI,40,-7,-7.5,-285,1.35,-330,1.3,TAM,7,7,7.5,252,3.52,289,3.89,50,49.5
2016,2,9/18/16,LAR,9,7,5.5,245,3.45,210,3.1,SEA,3,-7,-5.5,-277,1.36,-235,1.43,38.5,38
2016,2,9/18/16,DEN,34,-4,-5,-260,1.38,-224,1.45,IND,20,4,5,231,3.31,200,3,45,47
2016,2,9/18/16,LAC,38,-2.5,-3,-173,1.58,-145,1.69,JAX,14,2.5,3,156,2.56,131,2.31,47,47.5
2016,2,9/18/16,OAK,28,-7,-4,-204,1.49,-195,1.51,ATL,35,7,4,183,2.83,175,2.75,48,47.5
2016,2,9/18/16,MIN,17,2.5,1.5,111,2.11,108,2.08,GNB,14,-2.5,-1.5,-123,1.81,-119,1.84,44.5,43
2016,2,9/19/16,CHI,14,-2.5,-3,-170,1.59,-160,1.63,PHI,29,2.5,3,153,2.53,144,2.44,42.5,42.5
2016,3,9/22/16,NWE,27,2.5,0,117,2.17,-117,1.85,HOU,0,-2.5,0,-129,1.78,106,2.06,40.5,38.5
2016,3,9/25/16,CAR,10,-7.5,-6,-315,1.32,-260,1.38,MIN,22,7.5,6,277,3.77,231,3.31,43,43
2016,3,9/25/16,GNB,34,-8.5,-8.5,-345,1.29,-260,1.38,DET,27,8.5,8.5,301,4.01,231,3.31,48,47.5
2016,3,9/25/16,JAX,17,0,1,-101,1.99,104,2.04,BAL,19,0,-1,-109,1.92,-115,1.87,47.5,45
2016,3,9/25/16,BUF,33,5.5,5,179,2.79,195,2.95,ARI,18,-5.5,-5,-199,1.5,-218,1.46,47,48
2016,3,9/25/16,TEN,10,0,1.5,-121,1.83,109,2.09,OAK,17,0,-1.5,110,2.1,-120,1.83,48,47
2016,3,9/25/16,MIA,30,-7,-10,-540,1.19,-420,1.24,CLE,24,7,10,454,5.54,361,4.61,41.5,42
2016,3,9/25/16,NYG,27,-3.5,-3.5,-205,1.49,-174,1.57,WAS,29,3.5,3.5,184,2.84,157,2.57,48,47
2016,3,9/25/16,CIN,17,-3,-3.5,-174,1.57,-183,1.55,DEN,29,3,3.5,157,2.57,165,2.65,41,42
2016,3,9/25/16,SEA,37,-10.5,-10.5,-425,1.24,-458,1.22,SFO,18,10.5,10.5,365,4.65,391,4.91,40.5,42
2016,3,9/25/16,TAM,32,-4,-3.5,-218,1.46,-173,1.58,LAR,37,4,3.5,195,2.95,156,2.56,42,40.5
2016,3,9/25/16,KAN,24,-3.5,-3,-168,1.6,-166,1.6,NYJ,3,3.5,3,152,2.52,150,2.5,43.5,44.5
2016,3,9/25/16,IND,26,-2.5,-1.5,-145,1.69,-127,1.79,LAC,22,2.5,1.5,131,2.31,115,2.15,50.5,51.5
2016,3,9/25/16,PHI,34,3.5,3.5,180,2.8,171,2.71,PIT,3,-3.5,-3.5,-210,1.48,-190,1.53,46,46.5
2016,3,9/25/16,DAL,31,-5.5,-6.5,-330,1.3,-260,1.38,CHI,17,5.5,6.5,289,3.89,231,3.31,45,45
2016,3,9/26/16,NOR,32,-3,-2.5,-155,1.65,-157,1.64,ATL,45,3,2.5,140,2.4,142,2.42,53.5,54
2016,4,9/29/16,CIN,22,-7,-7.5,-295,1.34,-340,1.29,MIA,7,7,7.5,260,3.6,297,3.97,44.5,46
2016,4,10/2/16,JAX,30,1,-1,122,2.22,-106,1.94,IND,27,-1,1,-135,1.74,-104,1.96,49.5,48
2016,4,10/2/16,NWE,0,-7.5,-3.5,-325,1.31,-170,1.59,BUF,16,7.5,3.5,285,3.85,153,2.53,44.5,41
2016,4,10/2/16,NYJ,17,2.5,1,122,2.22,102,2.02,SEA,27,-2.5,-1,-135,1.74,-113,1.88,41.5,40
2016,4,10/2/16,CHI,17,3,3,125,2.25,159,2.59,DET,14,-3,-3,-138,1.72,-177,1.56,46,48
2016,4,10/2/16,ATL,48,3.5,2.5,146,2.46,125,2.25,CAR,33,-3.5,-2.5,-162,1.62,-138,1.72,50,48.5
2016,4,10/2/16,BAL,27,-4,-3.5,-168,1.6,-185,1.54,OAK,28,4,3.5,152,2.52,166,2.66,46.5,45
2016,4,10/2/16,HOU,27,-7,-4,-290,1.34,-196,1.51,TEN,20,7,4,256,3.56,176,2.76,41,40
2016,4,10/2/16,WAS,31,-10,-7.5,-425,1.24,-340,1.29,CLE,20,10,7.5,365,4.65,297,3.97,45.5,48
2016,4,10/2/16,TAM,7,3,3.5,139,2.39,156,2.56,DEN,27,-3,-3.5,-154,1.65,-173,1.58,44.5,43
2016,4,10/2/16,ARI,13,-10,-10,-381,1.26,-414,1.24,LAR,17,10,10,330,4.3,357,4.57,44,43.5
2016,4,10/2/16,LAC,34,-4.5,-4,-180,1.56,-196,1.51,NOR,35,4.5,4,162,2.62,176,2.76,53.5,54
2016,4,10/2/16,SFO,17,3,1,136,2.36,111,2.11,DAL,24,-3,-1,-150,1.67,-123,1.81,46,44
2016,4,10/2/16,PIT,43,-5,-3,-235,1.43,-177,1.56,KAN,14,5,3,210,3.1,159,2.59,47.5,48
2016,4,10/3/16,MIN,24,-3.5,-3.5,-205,1.49,-195,1.51,NYG,10,3.5,3.5,184,2.84,175,2.75,44,42.5
2016,5,10/6/16,SFO,21,2.5,3.5,149,2.49,169,2.69,ARI,33,-2.5,-3.5,-165,1.61,-188,1.53,42.5,42.5
2016,5,10/9/16,BAL,10,-3.5,-4,-188,1.53,-195,1.51,WAS,16,3.5,4,169,2.69,175,2.75,46.5,44.5
2016,5,10/9/16,MIA,17,-3.5,-2.5,-175,1.57,-134,1.75,TEN,30,3.5,2.5,158,2.58,121,2.21,44.5,44.5
2016,5,10/9/16,MIN,31,-6.5,-6,-272,1.37,-250,1.4,HOU,13,6.5,6,241,3.41,222,3.22,40,39
2016,5,10/9/16,IND,29,-4,-4,-220,1.45,-202,1.5,CHI,23,4,4,197,2.97,181,2.81,46,47.5
2016,5,10/9/16,PIT,31,-7.5,-10,-310,1.32,-390,1.26,NYJ,13,7.5,10,273,3.73,338,4.38,48.5,50
2016,5,10/9/16,DET,24,2,3.5,129,2.29,166,2.66,PHI,23,-2,-3.5,-142,1.7,-185,1.54,46,46
2016,5,10/9/16,CLE,13,10.5,10,423,5.23,385,4.85,NWE,33,-10.5,-10,-500,1.2,-450,1.22,46.5,47.5
2016,5,10/9/16,DEN,16,-6,-3.5,-247,1.4,-195,1.51,ATL,23,6,3.5,220,3.2,175,2.75,47,44.5
2016,5,10/9/16,OAK,34,-4,-3.5,-197,1.51,-185,1.54,LAC,31,4,3.5,177,2.77,166,2.66,52.5,50.5
2016,5,10/9/16,LAR,19,-2,2.5,-142,1.7,116,2.16,BUF,30,2,-2.5,129,2.29,-128,1.78,40,41.5
2016,5,10/9/16,DAL,28,0,2.5,106,2.06,115,2.15,CIN,14,0,-2.5,-117,1.85,-127,1.79,45,46
2016,5,10/9/16,GNB,23,-7.5,-7,-340,1.29,-308,1.32,NYG,16,7.5,7,297,3.97,271,3.71,48,49
2016,5,10/10/16,CAR,14,-4.5,-6,-202,1.5,-244,1.41,TAM,17,4.5,6,181,2.81,217,3.17,45.5,46.5
2016,6,10/13/16,LAC,21,2.5,3,155,2.55,136,2.36,DEN,13,-3,-155,-172,1.58,-150,1.67,45.5,44
2016,6,10/16/16,DET,31,-3,-2.5,-166,1.6,-145,1.69,LAR,28,2.5,166,150,2.5,131,2.31,43,44
2016,6,10/16/16,BUF,45,-7.5,-7.5,-361,1.28,-305,1.33,SFO,16,7.5,361,314,4.14,269,3.69,45,44
2016,6,10/16/16,CHI,16,-2,-2.5,-138,1.72,-139,1.72,JAX,17,2.5,138,125,2.25,126,2.26,47,46
2016,6,10/16/16,TEN,28,-7,-7.5,-325,1.31,-325,1.31,CLE,26,7.5,325,285,3.85,285,3.85,44,45
2016,6,10/16/16,WAS,27,0,3,116,2.16,136,2.36,PHI,20,-3,-116,-128,1.78,-150,1.67,45.5,45
2016,6,10/16/16,NYG,27,-3,-3.5,-150,1.67,-190,1.53,BAL,23,3.5,150,136,2.36,171,2.71,43.5,42.5
2016,6,10/16/16,NOR,41,3,2.5,136,2.36,126,2.26,CAR,38,-2.5,-136,-150,1.67,-139,1.72,53,53.5
2016,6,10/16/16,MIA,30,7.5,7.5,314,4.14,269,3.69,PIT,15,-7.5,-314,-361,1.28,-305,1.33,48,49.5
2016,6,10/16/16,NWE,35,-8,-7.5,-400,1.25,-335,1.3,CIN,17,7.5,400,346,4.46,293,3.93,47,48.5
2016,6,10/16/16,OAK,10,-2,1,106,2.06,111,2.11,KAN,26,-1,-106,-117,1.85,-123,1.81,48,46.5
2016,6,10/16/16,SEA,26,-6,-7,-250,1.4,-302,1.33,ATL,24,7,250,222,3.22,266,3.66,45.5,45.5
2016,6,10/16/16,GNB,16,-4,-5,-202,1.5,-237,1.42,DAL,30,5,202,181,2.81,211,3.11,46.5,47
2016,6,10/16/16,HOU,26,-3.5,-3,-160,1.63,-160,1.63,IND,23,3,160,144,2.44,144,2.44,46,47.5
2016,6,10/17/16,ARI,28,-7.5,-7.5,-340,1.29,-350,1.29,NYJ,3,7.5,340,297,3.97,305,4.05,46,46
2016,7,10/20/16,GNB,26,-9,-7.5,-350,1.29,-335,1.3,CHI,10,9,7.5,305,4.05,293,3.93,47,46.5
2016,7,10/23/16,LAR,10,2.5,3,129,2.29,131,2.31,NYG,17,-2.5,-3,-143,1.7,-143,1.7,44.5,44.5
2016,7,10/23/16,DET,20,-1.5,1,-118,1.85,-105,1.95,WAS,17,1.5,-1,107,2.07,-105,1.95,49.5,50
2016,7,10/23/16,PHI,21,1,2.5,125,2.25,116,2.16,MIN,10,-1,-2.5,-138,1.72,-128,1.78,40,39
2016,7,10/23/16,CIN,31,-10,-11.5,-400,1.25,-575,1.17,CLE,17,10,11.5,346,4.46,480,5.8,45.5,46.5
2016,7,10/23/16,TEN,26,-2.5,-4,-140,1.71,-195,1.51,IND,14,2.5,4,127,2.27,175,2.75,48.5,48.5
2016,7,10/23/16,NYJ,24,-1,-2,-106,1.94,-123,1.81,BAL,16,1,2,-104,1.96,111,2.11,41.5,40.5
2016,7,10/23/16,JAX,16,-1,-1.5,-115,1.87,-123,1.81,OAK,33,1,1.5,104,2.04,111,2.11,49,47.5
2016,7,10/23/16,KAN,27,-7,-6,-285,1.35,-245,1.41,NOR,21,7,6,252,3.52,218,3.18,49.5,51
2016,7,10/23/16,MIA,28,3,2.5,127,2.27,121,2.21,BUF,25,-3,-2.5,-140,1.71,-134,1.75,45,46
2016,7,10/23/16,ATL,30,-6.5,-4.5,-270,1.37,-208,1.48,LAC,33,6.5,4.5,239,3.39,186,2.86,50.5,52.5
2016,7,10/23/16,SFO,17,2,-1,106,2.06,-115,1.87,TAM,34,-2,1,-117,1.85,104,2.04,47,45
2016,7,10/23/16,PIT,16,7.5,7.5,260,3.6,260,3.6,NWE,27,-7.5,-7.5,-295,1.34,-295,1.34,45.5,49
2016,7,10/23/16,ARI,6,-2,-2.5,-121,1.83,-134,1.75,SEA,6,2,2.5,110,2.1,121,2.21,43.5,43
2016,7,10/24/16,DEN,27,-7.5,-8.5,-325,1.31,-385,1.26,HOU,9,7.5,8.5,285,3.85,334,4.34,40.5,40
2016,8,10/27/16,TEN,36,-3.5,-3,-177,1.56,-144,1.69,JAX,22,3.5,3,159,2.59,130,2.3,46,43.5
2016,8,10/30/16,CIN,27,-2.5,-3,-150,1.67,-150,1.67,WAS,27,2.5,3,136,2.36,136,2.36,46.5,49
2016,8,10/30/16,CLE,28,3,2.5,146,2.46,121,2.21,NYJ,31,-3,-2.5,-162,1.62,-134,1.75,43.5,45.5
2016,8,10/30/16,NOR,25,3.5,1,129,2.29,-105,1.95,SEA,20,-3.5,-1,-143,1.7,-105,1.95,47.5,50
2016,8,10/30/16,BUF,25,5,5.5,227,3.27,210,3.1,NWE,41,-5,-5.5,-255,1.39,-235,1.43,47.5,48
2016,8,10/30/16,ATL,33,-2.5,-3,-148,1.68,-154,1.65,GNB,32,2.5,3,134,2.34,139,2.39,52.5,51
2016,8,10/30/16,TAM,24,0,-1,-117,1.85,-117,1.85,OAK,30,0,1,106,2.06,106,2.06,49,48
2016,8,10/30/16,IND,14,2.5,3,125,2.25,126,2.26,KAN,30,-2.5,-3,-138,1.72,-139,1.72,49,50.5
2016,8,10/30/16,HOU,20,-2.5,-1,-138,1.72,-109,1.92,DET,13,2.5,1,125,2.25,-101,1.99,45,46.5
2016,8,10/30/16,DEN,27,-6,-3.5,-208,1.48,-177,1.56,LAC,19,6,3.5,186,2.86,159,2.59,44.5,43
2016,8,10/30/16,CAR,30,-2.5,-2.5,-144,1.69,-134,1.75,ARI,20,2.5,2.5,130,2.3,121,2.21,48,45.5
2016,8,10/30/16,DAL,29,-4.5,-5,-215,1.47,-225,1.44,PHI,23,4.5,5,193,2.93,201,3.01,43.5,44
2016,8,10/31/16,CHI,20,5,5.5,214,3.14,205,3.05,MIN,10,-5,-5.5,-240,1.42,-230,1.43,41,39.5
2016,9,11/3/16,TAM,28,3,4.5,162,2.62,184,2.84,ATL,43,-3,-4.5,-180,1.555555556,-205,1.487804878,51.5,49
2016,9,11/6/16,CLE,10,7.5,7,277,3.77,255,3.55,DAL,35,-7.5,-7,-315,1.317460317,-289,1.346020761,46.5,49
2016,9,11/6/16,BAL,21,3,3.5,140,2.4,140,2.4,PIT,14,-3,-3.5,-155,1.64516129,-155,1.64516129,47,46
2016,9,11/6/16,NYG,28,-3,-3,-135,1.740740741,-149,1.67114094,PHI,23,3,3,122,2.22,135,2.35,44,42.5
2016,9,11/6/16,MIN,16,-6,-4,-253,1.395256917,-194,1.515463918,DET,22,6,4,225,3.25,174,2.74,40.5,42.5
2016,9,11/6/16,MIA,27,-3,-3.5,-186,1.537634409,-190,1.526315789,NYJ Jets,23,3,3.5,167,2.67,171,2.71,44,45
2016,9,11/6/16,KAN,19,-7.5,-7,-300,1.333333333,-300,1.333333333,JAX,14,7.5,7,264,3.64,264,3.64,45,42.5
2016,9,11/6/16,SFO,23,3,5,158,2.58,190,2.9,NOR,41,-3,-5,-175,1.571428571,-212,1.471698113,51,53
2016,9,11/6/16,LAR,10,3,3,143,2.43,127,2.27,CAR,13,-3,-3,-158,1.632911392,-140,1.714285714,45.5,44.5
2016,9,11/6/16,LAC,43,-4.5,-3.5,-240,1.416666667,-179,1.558659218,TEN,35,4.5,3.5,214,3.14,161,2.61,48,47.5
2016,9,11/6/16,GNB,26,-7,-7.5,-310,1.322580645,-340,1.294117647,IND,31,7,7.5,273,3.73,297,3.97,52.5,52
2016,9,11/6/16,OAK,30,0,-1,-123,1.81300813,-102,1.980392157,DEN,20,0,1,111,2.11,-108,1.925925926,44.5,44.5
2016,9,11/7/16,SEA,31,-7,-5.5,-275,1.363636364,-220,1.454545455,BUF,25,7,5.5,244,3.44,197,2.97,44,43.5
2016,10,11/10/16,BAL,28,-10.5,-7.5,-535,1.186915888,-345,1.289855072,CLE,7,10.5,7.5,450,5.5,301,4.01,45,44
2016,10,11/13/16,JAX,21,0,-3,111,2.11,-156,1.641025641,HOU,24,0,3,-123,1.81300813,141,2.41,43.5,42
2016,10,11/13/16,CAR,17,-3,-3,-160,1.625,-170,1.588235294,KAN,20,3,3,144,2.44,153,2.53,44,44
2016,10,11/13/16,NYJ Jets,6,-2.5,1,-118,1.847457627,104,2.04,LAR,9,2.5,-1,107,2.07,-115,1.869565217,41,39
2016,10,11/13/16,PHI,24,-2.5,-2,111,2.11,-123,1.81300813,ATL,15,2.5,2,-123,1.81300813,111,2.11,49.5,48.5
2016,10,11/13/16,TEN,47,2.5,3,120,2.2,127,2.27,GNB,25,-2.5,-3,-133,1.751879699,-140,1.714285714,48.5,48.5
2016,10,11/13/16,WAS,26,-2.5,-2.5,-155,1.64516129,-145,1.689655172,MIN,20,2.5,2.5,140,2.4,131,2.31,42.5,42
2016,10,11/13/16,TAM,36,0,2.5,115,2.15,131,2.31,CHI,10,0,-2.5,-127,1.787401575,-145,1.689655172,45.5,45
2016,10,11/13/16,NOR,23,-1.5,-3,-123,1.81300813,-150,1.666666667,DEN,25,1.5,3,111,2.11,136,2.36,48,50
2016,10,11/13/16,LAC,24,-3.5,-4,-190,1.526315789,-198,1.505050505,MIA,31,3.5,4,171,2.71,178,2.78,47.5,48.5
2016,10,11/13/16,ARI,23,-13,-14,-850,1.117647059,-850,1.117647059,SFO,20,13,14,671,7.71,671,7.71,49,46.5
2016,10,11/13/16,PIT,30,-3,-3,-135,1.740740741,-173,1.578034682,DAL,35,3,3,122,2.22,156,2.56,49.5,50.5
2016,10,11/13/16,NWE,24,-7.5,-7.5,-333,1.3003003,-310,1.322580645,SEA,31,7.5,7.5,292,3.92,273,3.73,48.5,49.5
2016,10,11/14/16,NYG,21,-2.5,1,-125,1.8,102,2.02,CIN,20,2.5,-1,113,2.13,-113,1.884955752,45.5,49.5
